Sample in Buffer,Sample in Window,TRIGGER,app_cmd[2:0],app_wdf_data[255:0],app_addr[28:0],app_rd_data[255:0],app_rd_data_reg[255:0],app_en,app_rd_data_end,app_rd_data_valid,app_rdy,app_wdf_end,app_wdf_rdy,app_wdf_wren,ui_clk
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
2073,2073,0,0,02be02be02be02be02be02be02be02be02be02be02be02be02be02be02be02be,000057c0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2074,2074,0,0,02bf02bf02bf02bf02bf02bf02bf02bf02bf02bf02bf02bf02bf02bf02bf02bf,000057e0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2075,2075,0,0,02c002c002c002c002c002c002c002c002c002c002c002c002c002c002c002c0,00005800,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2076,2076,0,0,02c102c102c102c102c102c102c102c102c102c102c102c102c102c102c102c1,00005820,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2077,2077,0,0,02c202c202c202c202c202c202c202c202c202c202c202c202c202c202c202c2,00005840,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2078,2078,0,0,02c302c302c302c302c302c302c302c302c302c302c302c302c302c302c302c3,00005860,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2079,2079,0,0,02c402c402c402c402c402c402c402c402c402c402c402c402c402c402c402c4,00005880,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2080,2080,0,0,02c502c502c502c502c502c502c502c502c502c502c502c502c502c502c502c5,000058a0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,0,1,1,1,1
2081,2081,0,0,02c502c502c502c502c502c502c502c502c502c502c502c502c502c502c502c5,000058a0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,0,0,1,0,1
2082,2082,0,0,02c502c502c502c502c502c502c502c502c502c502c502c502c502c502c502c5,000058a0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,0,0,1,0,1
2083,2083,0,0,02c502c502c502c502c502c502c502c502c502c502c502c502c502c502c502c5,000058a0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,0,0,1,0,1
2084,2084,0,0,02c502c502c502c502c502c502c502c502c502c502c502c502c502c502c502c5,000058a0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
2085,2085,0,0,02c602c602c602c602c602c602c602c602c602c602c602c602c602c602c602c6,000058c0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,0,1,1,1,1
2086,2086,0,0,02c602c602c602c602c602c602c602c602c602c602c602c602c602c602c602c6,000058c0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,0,0,1,0,1
2087,2087,0,0,02c602c602c602c602c602c602c602c602c602c602c602c602c602c602c602c6,000058c0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,0,0,0,0,1
2088,2088,0,0,02c602c602c602c602c602c602c602c602c602c602c602c602c602c602c602c6,000058c0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,0,0,1
2089,2089,0,0,02c702c702c702c702c702c702c702c702c702c702c702c702c702c702c702c7,000058e0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,0,1,1
2090,2090,0,0,02c802c802c802c802c802c802c802c802c802c802c802c802c802c802c802c8,00005900,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,0,1,1
2091,2091,0,0,02c902c902c902c902c902c902c902c902c902c902c902c902c902c902c902c9,00005920,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2092,2092,0,0,02ca02ca02ca02ca02ca02ca02ca02ca02ca02ca02ca02ca02ca02ca02ca02ca,00005940,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2093,2093,0,0,02cb02cb02cb02cb02cb02cb02cb02cb02cb02cb02cb02cb02cb02cb02cb02cb,00005960,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2094,2094,0,0,02cc02cc02cc02cc02cc02cc02cc02cc02cc02cc02cc02cc02cc02cc02cc02cc,00005980,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2095,2095,0,0,02cd02cd02cd02cd02cd02cd02cd02cd02cd02cd02cd02cd02cd02cd02cd02cd,000059a0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2096,2096,0,0,02ce02ce02ce02ce02ce02ce02ce02ce02ce02ce02ce02ce02ce02ce02ce02ce,000059c0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2097,2097,0,0,02cf02cf02cf02cf02cf02cf02cf02cf02cf02cf02cf02cf02cf02cf02cf02cf,000059e0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2098,2098,0,0,02d002d002d002d002d002d002d002d002d002d002d002d002d002d002d002d0,00005a00,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2099,2099,0,0,02d102d102d102d102d102d102d102d102d102d102d102d102d102d102d102d1,00005a20,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2100,2100,0,0,02d202d202d202d202d202d202d202d202d202d202d202d202d202d202d202d2,00005a40,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2101,2101,0,0,02d302d302d302d302d302d302d302d302d302d302d302d302d302d302d302d3,00005a60,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2102,2102,0,0,02d402d402d402d402d402d402d402d402d402d402d402d402d402d402d402d4,00005a80,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2103,2103,0,0,02d502d502d502d502d502d502d502d502d502d502d502d502d502d502d502d5,00005aa0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2104,2104,0,0,02d602d602d602d602d602d602d602d602d602d602d602d602d602d602d602d6,00005ac0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2105,2105,0,0,02d702d702d702d702d702d702d702d702d702d702d702d702d702d702d702d7,00005ae0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2106,2106,0,0,02d802d802d802d802d802d802d802d802d802d802d802d802d802d802d802d8,00005b00,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2107,2107,0,0,02d902d902d902d902d902d902d902d902d902d902d902d902d902d902d902d9,00005b20,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2108,2108,0,0,02da02da02da02da02da02da02da02da02da02da02da02da02da02da02da02da,00005b40,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2109,2109,0,0,02db02db02db02db02db02db02db02db02db02db02db02db02db02db02db02db,00005b60,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2110,2110,0,0,02dc02dc02dc02dc02dc02dc02dc02dc02dc02dc02dc02dc02dc02dc02dc02dc,00005b80,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2111,2111,0,0,02dd02dd02dd02dd02dd02dd02dd02dd02dd02dd02dd02dd02dd02dd02dd02dd,00005ba0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2112,2112,0,0,02de02de02de02de02de02de02de02de02de02de02de02de02de02de02de02de,00005bc0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2113,2113,0,0,02df02df02df02df02df02df02df02df02df02df02df02df02df02df02df02df,00005be0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2114,2114,0,0,02e002e002e002e002e002e002e002e002e002e002e002e002e002e002e002e0,00005c00,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2115,2115,0,0,02e102e102e102e102e102e102e102e102e102e102e102e102e102e102e102e1,00005c20,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2116,2116,0,0,02e202e202e202e202e202e202e202e202e202e202e202e202e202e202e202e2,00005c40,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2117,2117,0,0,02e302e302e302e302e302e302e302e302e302e302e302e302e302e302e302e3,00005c60,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2118,2118,0,0,02e402e402e402e402e402e402e402e402e402e402e402e402e402e402e402e4,00005c80,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2119,2119,0,0,02e502e502e502e502e502e502e502e502e502e502e502e502e502e502e502e5,00005ca0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,0,1,1,1,1
2120,2120,0,0,02e502e502e502e502e502e502e502e502e502e502e502e502e502e502e502e5,00005ca0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,0,0,1,0,1
2121,2121,0,0,02e502e502e502e502e502e502e502e502e502e502e502e502e502e502e502e5,00005ca0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,0,0,1,0,1
2122,2122,0,0,02e502e502e502e502e502e502e502e502e502e502e502e502e502e502e502e5,00005ca0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,0,0,1,0,1
2123,2123,0,0,02e502e502e502e502e502e502e502e502e502e502e502e502e502e502e502e5,00005ca0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
2124,2124,0,0,02e602e602e602e602e602e602e602e602e602e602e602e602e602e602e602e6,00005cc0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,0,1,1,1,1
2125,2125,0,0,02e602e602e602e602e602e602e602e602e602e602e602e602e602e602e602e6,00005cc0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,0,0,1,0,1
2126,2126,0,0,02e602e602e602e602e602e602e602e602e602e602e602e602e602e602e602e6,00005cc0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,0,0,0,0,1
2127,2127,0,0,02e602e602e602e602e602e602e602e602e602e602e602e602e602e602e602e6,00005cc0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,0,0,1
2128,2128,0,0,02e702e702e702e702e702e702e702e702e702e702e702e702e702e702e702e7,00005ce0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,0,1,1
2129,2129,0,0,02e802e802e802e802e802e802e802e802e802e802e802e802e802e802e802e8,00005d00,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,0,1,1
2130,2130,0,0,02e902e902e902e902e902e902e902e902e902e902e902e902e902e902e902e9,00005d20,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2131,2131,0,0,02ea02ea02ea02ea02ea02ea02ea02ea02ea02ea02ea02ea02ea02ea02ea02ea,00005d40,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2132,2132,0,0,02eb02eb02eb02eb02eb02eb02eb02eb02eb02eb02eb02eb02eb02eb02eb02eb,00005d60,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2133,2133,0,0,02ec02ec02ec02ec02ec02ec02ec02ec02ec02ec02ec02ec02ec02ec02ec02ec,00005d80,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2134,2134,0,0,02ed02ed02ed02ed02ed02ed02ed02ed02ed02ed02ed02ed02ed02ed02ed02ed,00005da0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2135,2135,0,0,02ee02ee02ee02ee02ee02ee02ee02ee02ee02ee02ee02ee02ee02ee02ee02ee,00005dc0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2136,2136,0,0,02ef02ef02ef02ef02ef02ef02ef02ef02ef02ef02ef02ef02ef02ef02ef02ef,00005de0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2137,2137,0,0,02f002f002f002f002f002f002f002f002f002f002f002f002f002f002f002f0,00005e00,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2138,2138,0,0,02f102f102f102f102f102f102f102f102f102f102f102f102f102f102f102f1,00005e20,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2139,2139,0,0,02f202f202f202f202f202f202f202f202f202f202f202f202f202f202f202f2,00005e40,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2140,2140,0,0,02f302f302f302f302f302f302f302f302f302f302f302f302f302f302f302f3,00005e60,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2141,2141,0,0,02f402f402f402f402f402f402f402f402f402f402f402f402f402f402f402f4,00005e80,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2142,2142,0,0,02f502f502f502f502f502f502f502f502f502f502f502f502f502f502f502f5,00005ea0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2143,2143,0,0,02f602f602f602f602f602f602f602f602f602f602f602f602f602f602f602f6,00005ec0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2144,2144,0,0,02f702f702f702f702f702f702f702f702f702f702f702f702f702f702f702f7,00005ee0,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2145,2145,0,0,02f802f802f802f802f802f802f802f802f802f802f802f802f802f802f802f8,00005f00,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2146,2146,0,0,02f902f902f902f902f902f902f902f902f902f902f902f902f902f902f902f9,00005f20,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2147,2147,0,0,02fa02fa02fa02fa02fa02fa02fa02fa02fa02fa02fa02fa02fa02fa02fa02fa,00005f40,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2148,2148,0,0,02fb02fb02fb02fb02fb02fb02fb02fb02fb02fb02fb02fb02fb02fb02fb02fb,00005f60,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
2149,2149,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
2150,2150,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,0,0,1,0,1
2151,2151,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,0,0,1,0,1
2152,2152,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
2153,2153,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
2154,2154,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
2155,2155,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
2156,2156,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
